Unif Exp CLorentz
0.681754 0.942442 2.01
0.485235 0.635516 -0.249956
0.736118 1.01275 0.166912
0.418861 0.919519 40.4465
0.635371 2.62211 1.31613
0.542798 0.163976 0.232377
0.207591 1.9666 0.141405
0.297847 0.612918 0.456592
0.382482 1.37636 -2.60107
0.653844 0.269611 0.746667
0.534303 1.55724 -2.19684
0.068305 2.33225 2.01506
0.113643 0.884805 0.394796
0.751246 0.610968 0.578293
0.107514 1.5549 3.06325
0.590077 0.270346 -0.630206
0.360325 0.551783 -2.46567
0.38763 0.301362 38.3264
0.482317 0.400052 -0.568613
0.580055 0.709839 -2.69302
0.85369 1.7117 3.06946
0.81014 1.82825 -0.140509
0.926193 0.905179 2.32898
0.553408 0.881523 9.04859
0.391063 1.18371 0.483887
0.284692 1.70859 -2.3553
0.522079 1.63944 -0.552831
0.724681 0.443956 0.18328
0.751989 0.744179 -1.06949
0.249678 0.632132 -0.404673
0.373687 0.838505 0.0741243
0.251475 0.490838 0.873648
0.686191 1.84559 3.72116
0.703294 0.384441 -3.08286
0.378765 1.54246 0.947135
0.465104 1.47022 -3.76677
0.351247 0.40645 -1.89151
0.427887 0.68016 0.0838576
0.328963 1.33119 0.318418
0.869356 1.09458 0.613222
0.808266 1.32196 -1.2115
0.72893 2.15602 0.580651
0.762956 0.114807 -0.56377
0.700218 1.56009 0.666095
0.289305 0.458723 -0.50173
0.315452 1.20979 0.747948
0.542407 0.0262333 -0.212067
0.726112 0.500499 -1.46867
0.430729 1.54887 -0.510988
0.772988 0.356095 3.85781
0.53836 0.472416 -2.17159
0.729942 0.924518 -8.76772
0.522223 0.45721 1.46648
0.279301 0.423297 130.402
0.6086 1.07929 1.17745
0.750948 1.18282 3.22169
0.551579 0.329222 10.2643
0.787373 0.577205 0.100195
0.714482 2.29503 -0.130186
0.676084 1.68673 -1.80475
0.430901 0.125749 0.527222
0.349364 0.734072 0.549355
0.568729 0.23586 -0.414932
0.657374 0.273664 0.417471
0.770296 1.74006 -0.260813
0.579476 1.10571 -3.80832
0.623622 0.846828 1.64758
0.59339 0.139354 -3.24086
0.920628 0.209952 -1.14337
0.452847 1.15926 1.18206
0.502018 1.50357 -0.904715
0.549739 1.57009 3.94287
0.237351 2.58918 0.540167
0.211859 0.380826 0.490514
0.641575 0.374472 -0.354771
0.505156 0.188536 -0.658962
0.622915 0.243489 0.948503
0.60042 0.365971 -0.274256
0.465537 1.89837 -0.651202
0.196511 0.727004 0.511226
0.385715 0.14369 0.856502
0.471033 2.12585 0.843173
0.311406 0.350713 -0.00214348
0.597772 0.624058 1.06685
0.30901 0.637212 0.251408
0.508674 0.271524 1.27591
0.641788 2.67166 0.57997
0.704678 1.56132 -2.67956
0.0537177 1.87872 -2.09004
0.389699 0.831958 -0.226693
0.729678 1.53827 5.45721
0.30858 0.317152 -1.1425
0.624451 0.733142 -2.2873
0.143248 0.934669 -0.156583
0.553417 1.15043 0.356728
0.329658 0.489666 1.66629
0.608638 1.64669 -0.127472
0.306833 0.396036 8.81907
0.554504 0.297593 0.385791
0.541413 0.282688 2.19989
0.254036 0.193009 1.03336
0.666967 0.380795 -0.800187
0.70445 3.15504 0.321526
0.655065 0.717579 -1.43124
0.680405 0.907975 -0.248723
0.449992 1.83789 -0.473704
0.494798 0.383747 0.177006
0.244201 0.510973 -1.34152
0.6266 0.84281 1.97852
0.277398 0.802359 -1.84771
0.507412 0.737294 -0.154369
0.87674 2.17306 -1.20681
0.614782 1.48052 -0.263222
0.524206 0.332926 1.50212
0.640113 1.60435 -0.802053
0.583005 1.14689 -0.181329
0.768946 1.56934 -0.978547
0.418178 0.3336 0.0374902
0.355708 1.01005 0.257558
0.425393 1.11527 0.0053316
0.755401 0.397671 0.0418839
0.791835 0.579495 0.724922
0.490412 0.359681 -2.61037
0.446872 1.19265 1.74318
0.418334 0.290284 0.030096
0.3485 0.754907 4.39873
0.20065 0.325054 0.711001
0.662248 1.01969 0.567264
0.164041 0.288446 0.215909
0.627778 0.508365 0.103213
0.545185 0.523034 -0.0778794
0.517859 0.205017 0.569613
0.502884 0.157269 0.508287
0.555128 0.344022 0.64234
0.49249 0.695664 -0.650155
0.382063 3.51315 13.9501
0.388504 1.14931 -0.0487265
0.534386 2.04343 1.85063
0.311251 0.737219 -1.89806
0.640637 1.63484 0.662533
0.599274 1.03468 -0.201513
0.491313 2.38228 0.00449451
0.344847 0.687697 -0.201051
0.35789 1.28202 0.00695297
0.887476 0.881324 0.599748
0.100479 0.374245 -1.97228
0.588647 0.758973 -3.98155
0.726017 1.66271 -30.5661
0.477109 1.3487 -0.109063
0.626992 0.456799 -0.735826
0.781894 2.45996 -0.896322
0.661969 0.452402 0.363779
0.221751 0.0744415 -0.822634
0.388819 0.255208 4.21782
0.393962 0.207272 1.4379
0.422789 0.42191 -0.678235
0.839334 0.449537 -0.70565
0.794639 0.38002 -1.03273
0.927686 4.29708 -0.264735
0.497113 0.637454 0.302612
0.121176 0.318501 2.36629
0.23643 1.31605 0.106141
0.880498 1.40524 -0.880369
0.792252 0.162346 3.05946
0.368069 0.099429 4.53156
0.315148 0.468466 -43.3558
0.997 1.06104 1.68114
0.772967 0.961782 0.866784
0.536715 0.668661 -0.689084
0.452141 0.45401 -0.376264
0.614638 0.768487 0.809825
0.719799 0.168157 -0.737309
0.685237 0.787218 0.0314945
0.388115 0.623477 -0.247197
0.447066 2.4889 0.999415
0.661514 0.580672 0.920626
0.786992 0.901787 -5.8352
0.395704 0.106188 0.564344
0.56778 0.469008 0.0532363
0.297939 1.01233 1.30034
0.837362 2.49476 2.51568
0.730908 0.642006 -0.670473
0.14956 1.12382 1.05974
0.366209 1.53817 -1.50171
0.408682 1.28165 -0.282155
0.422898 0.624509 -7.62983
0.183232 0.353117 4.62451
0.41513 0.873472 -0.101254
0.413913 0.39365 -0.145423
0.450881 0.368429 1.13185
0.442235 0.958301 0.866612
0.339106 1.00333 0.192762
0.320154 0.807096 2.84653
0.68096 1.447 1.14216
0.377426 0.674552 0.76655
0.784797 0.959122 -2.19105
0.408565 1.54733 1.54458
0.135124 0.718364 -0.504274
0.419566 1.52839 -0.286318
0.180361 0.323863 19.0849
0.407699 0.287224 0.025429
0.738741 1.93176 0.708048
0.834838 0.360524 1.68708
0.648912 0.657908 1.43785
0.932762 0.754021 1.01852
0.642119 0.263522 -10.5002
0.821788 2.77802 -4.27619
0.954478 1.53364 1.09255
0.643758 1.45808 -2.19707
0.535954 0.762707 0.18677
0.455981 1.06632 0.540257
0.390509 1.37348 2.06456
0.390941 0.833534 -4.1885
0.579667 0.576174 -0.461022
0.381688 0.595887 0.101887
0.657687 0.841424 -15.4713
0.346497 1.05309 -0.914344
0.63588 1.57739 0.872499
0.31785 2.04438 18.0837
0.289506 2.32209 1.54952
0.726805 1.61758 5.10146
0.453476 0.372875 -0.584496
0.488549 0.87779 0.444921
0.0708132 0.111158 3.24327
0.690123 0.0761607 -0.588054
0.265928 1.50998 2.23271
0.506196 0.432265 -0.160013
0.65622 0.999179 -9.26366
0.350019 0.552545 -12.2293
0.470779 1.10876 -1.37361
0.528592 2.19824 -5.30019
0.732019 0.636117 1.24933
0.575297 1.02337 1.47067
0.630402 0.163026 1.85139
0.178997 0.230418 0.592861
0.576935 0.927045 -0.0363523
0.352694 0.582249 -1.26625
0.48335 1.62348 -0.613567
0.261322 0.460793 0.0819572
0.263798 1.07234 -0.10822
0.469037 4.0837 -1.15194
0.479867 0.351543 1.36368
0.720507 0.0673952 0.508456
0.505907 1.69318 2.11761
0.62505 0.703185 3.99988
0.554307 1.81508 0.245481
0.591128 2.24815 -0.377575
0.28859 0.605089 -1.60619
0.323477 1.36293 -0.260427
0.421473 0.943183 1.39095
0.345254 1.08787 -0.118235
0.438188 0.905022 -1.03983
0.479614 0.477033 0.0362373
0.63306 0.750935 0.347839
0.593521 1.0352 0.499096
0.667394 0.941136 0.416309
0.18286 0.529966 -13.2428
0.454635 1.50848 0.76987
0.511372 1.19153 0.495514
0.39762 1.14407 -0.290134
0.393342 0.853598 0.0115304
0.322802 0.128782 0.263713
0.655395 0.131547 -26.3206
0.295753 0.475228 -1.77856
0.588129 2.17188 1.40174
0.216411 1.9552 -0.768073
0.502623 0.443967 0.69478
0.474407 1.5355 -0.913894
0.477042 1.09137 -0.178361
0.224888 1.13666 42.4777
0.0886675 3.07201 1.17625
0.19149 1.60708 -0.631914
0.388517 0.981194 -4.65327
0.420989 1.14852 2.32642
0.538502 0.657346 9.16144
0.646607 0.604925 -0.867521
0.781458 1.1789 0.978759
0.344504 0.47669 -1.21742
0.576686 1.03253 -0.678634
0.608565 0.0902528 -31.3233
0.569478 2.07097 -0.50941
0.477631 0.880696 0.211049
0.771793 0.877285 -0.0407763
0.119944 1.61874 -0.281962
0.0494016 0.469443 -0.0458057
0.541992 1.03853 38.6836
0.312775 0.914752 -0.887144
0.411428 1.39973 0.257591
0.706361 1.28301 1.50065
0.771461 1.57648 0.749007
0.53295 2.48975 0.219038
0.420304 0.527299 -4.39127
0.523306 0.290803 -3.3702
0.514194 1.10652 0.527046
0.190297 0.80668 1.05624
0.944253 0.835808 -7.22865
0.653186 0.468858 48.6874
0.591473 1.35791 -0.29114
0.680677 2.44366 -1.44955
0.473291 0.745923 1.42768
0.917572 1.45082 0.218433
0.790207 0.540474 0.357699
0.403598 0.359929 0.145765
0.629408 0.177015 -0.117217
0.0759064 1.31566 -0.512152
0.190122 1.90695 -1.72999
0.418089 0.658718 -2.35304
0.405212 0.501511 1.06996
0.165088 0.989916 2.04
0.22592 1.60283 1.06591
0.319223 0.741347 -1.58759
0.529557 1.03513 -1.61211
0.439524 0.343198 -0.332477
0.458895 0.477448 -1.63899
0.933817 1.62555 -0.0856371
0.299889 1.12714 0.112495
0.547287 0.913128 0.129738
0.481701 0.888009 0.264624
0.476762 3.23173 -0.621251
0.607758 0.871053 0.057912
0.558443 1.17462 0.0879486
0.204213 1.67457 -0.359136
0.727452 0.11278 -1.07509
0.145636 0.955416 -3.86259
0.817135 0.326029 -2.78904
0.46761 2.04316 -2.42714
0.57872 0.465211 3.94027
0.419935 0.763053 -0.224249
0.319424 0.826706 1.04893
0.508052 0.421721 -1.68046
0.478671 1.19653 6.62618
0.206813 1.84722 -9.37862
0.424402 0.842921 0.117081
0.240525 0.329004 1.26662
0.328764 1.3658 0.575533
0.474092 2.18998 0.421229
0.686525 0.646325 -1.05223
0.157661 2.9411 -1.38155
0.31946 0.56094 4.23859
0.554308 1.42569 0.959395
0.452612 0.979523 -0.264968
0.337542 0.690042 0.83429
0.477746 1.5178 -0.617192
0.49066 1.07759 -7.97339
0.0974005 0.901253 -28.5762
0.128739 1.92332 0.356807
0.368771 2.1914 0.0110312
0.489327 1.03952 0.0878679
0.377036 0.163639 -1.93377
0.530028 0.730123 -0.331207
0.436852 0.673269 -0.657282
0.298332 0.718483 0.776457
0.36033 1.28139 0.371197
0.606462 1.02299 0.62511
0.389017 1.78735 -1.31583
0.594879 0.557054 -5.29425
0.7531 2.69582 4.9991
0.482706 0.775619 0.750771
0.317278 2.23917 -0.0289982
0.0997793 0.9932 -0.665904
0.161355 2.06483 -85.1561
0.528719 0.467978 1.77332
0.423758 1.07 -1.85235
0.649314 0.561995 1.1812
0.444594 0.725166 1.60334
0.302145 0.523381 3.03226
0.755779 2.99034 1.04922
0.34161 0.913117 0.0561461
0.7909 1.7211 -2.0914
0.635943 0.504287 0.810065
0.275977 0.714587 0.61783
0.136296 0.57733 -7.72522
0.501048 0.798439 -0.106454
0.459028 2.41933 -0.118411
0.8855 1.83399 1.46389
0.922955 0.714738 -0.19755
0.699248 1.01328 -0.465785
0.511915 1.58652 1.70165
0.186291 1.93085 2.00223
0.585591 0.829566 2.61515
0.293656 0.671898 -0.198457
0.568571 1.21694 -0.351024
0.811429 0.426685 -4.3567
0.477048 0.62635 -2.38825
0.490251 1.11958 0.471139
0.599896 0.382228 0.758561
0.570498 1.61189 1.52165
0.47904 1.13022 -0.169807
0.519112 0.736933 0.576086
0.513479 0.0726325 -0.940447
0.449873 0.454236 1.73488
0.460179 0.864146 -0.378791
0.962647 0.762753 -1.29958
0.678491 0.164125 -20.6089
0.175828 1.05505 1.27924
0.956086 0.330534 0.802836
0.68075 0.847487 6.02365
0.393798 2.18037 0.604831
0.0913203 0.409616 -0.353804
0.782402 0.237416 -1.24982
0.30836 1.83876 4.44539
0.28159 0.392654 -2.64568
0.515259 0.955597 -25.63
0.553247 0.854054 96.1754
0.156351 1.08271 2.63078
0.788051 0.0641653 0.721944
0.546068 1.10423 -1.18437
0.714358 1.5887 -0.965226
0.577156 1.91511 -0.963193
0.546793 0.764686 -0.512161
0.939293 0.299773 -6.54943
0.711894 0.564351 -0.302763
0.461992 0.228749 0.754002
0.810031 0.262256 0.505741
0.231984 1.05609 1.2013
0.304597 0.92751 -3.26993
0.517031 2.77378 2.47688
0.476657 1.90875 -0.63062
0.704556 0.84351 2.49903
0.28871 0.363354 0.253421
0.321317 0.743229 0.0298867
0.445613 0.776702 -0.685738
0.563788 1.65728 -1.55406
0.541781 0.214611 -1.723
0.399711 1.16122 0.301785
0.597177 0.474836 11.177
0.8986 0.395687 -1.66998
0.303217 0.486535 0.67454
0.149605 1.72378 5.94972
0.653985 0.265935 -0.425715
0.503217 1.38393 0.551239
0.496123 1.63073 -1.57419
0.440628 1.04635 0.997876
0.49785 1.088 -1.50908
0.0802782 0.4413 1.2193
0.656739 0.83523 -1.52583
0.0620055 0.0725087 1.69018
0.717642 2.74269 0.0885752
0.129456 0.102194 2.46558
0.674459 1.03381 13.0161
0.422757 0.373856 0.846194
0.737707 0.828742 -2.10608
0.495072 0.0476004 -2.87223
0.557165 0.454079 4.50134
0.515317 0.92935 -0.660238
0.325549 0.70025 -4.57861
0.589209 3.83881 1.16193
0.823311 1.92367 1.18209
0.633688 1.00233 -18.5813
0.601685 0.676 0.522138
0.72475 1.62835 -0.167891
0.383913 1.06742 -0.0899846
0.692689 0.365247 3.68001
0.373823 0.27598 -0.189787
0.28578 1.27287 0.376373
0.914333 0.932766 -6.75922
0.725299 0.760341 0.2122
0.691724 1.21626 2.01473
0.130718 1.0563 -14.4376
0.727441 1.36054 2.20803
0.240621 1.56057 7.75508
0.468327 2.08942 1.01012
0.666547 1.48939 -2.84216
0.546488 0.974597 -0.981559
0.605413 0.5704 11.2946
0.336944 0.590834 -0.131879
0.450455 0.312781 1.46244
0.8377 1.24404 2.15105
0.467622 0.664921 23.8378
0.613534 0.654967 1.13566
0.968194 1.54302 0.37986
0.499369 1.6086 -13.2494
0.470822 2.02039 1.3208
0.807299 0.695477 -1.2924
0.906395 0.249911 -0.806222
0.715899 0.292798 -2.46973
0.613927 0.721475 -0.114482
0.572056 1.00412 0.00270805
0.279091 0.240331 -12.8137
0.672 0.462625 -0.993689
0.591026 0.69701 -0.263005
0.815066 1.14142 -0.742614
0.686634 1.26711 7.3799
0.583948 0.336398 -0.319413
0.801623 0.683375 -2.0039
0.379196 0.796255 -0.298253
0.778174 1.55306 0.14821
0.641521 0.653372 2.27704
0.452096 1.90413 -0.389577
0.788554 1.19839 3.64466
0.156842 0.503961 -0.318213
0.465974 2.94274 0.132188
0.274577 0.354224 -4.75119
0.496901 1.09255 0.0960857
0.50973 1.52338 1.92893
0.0761154 1.00047 -2.15054
0.37001 0.752544 -6.97366
0.402406 0.46385 0.0785006
0.662752 1.98977 -7.69834
0.616258 0.216016 -3.23497
0.53753 0.443158 1.64712
0.591506 0.506333 -0.121973
0.553428 0.448369 0.170495
0.236565 2.65542 0.236085
0.682848 0.7657 -1.73285
0.348862 1.2438 -0.326856
0.28259 0.321622 0.74437
0.527995 0.570176 -1.01908
0.503738 0.75341 0.939784
0.419617 0.793906 2.04801
0.449006 1.40361 -0.907907
0.3008 1.17343 -8.88441
0.631224 0.453143 0.425371
0.334371 1.39295 0.492755
0.388849 3.45367 -0.52726
0.75723 1.6898 -37.0012
0.260531 0.760426 -5.0749
0.306538 1.29792 1.37469
0.734959 0.447768 0.437815
0.24582 0.93798 -14.0115
0.536314 0.216807 0.0419555
0.785917 1.38815 -0.00698268
0.378745 0.370035 43.4378
0.296362 0.581269 0.0902441
0.56217 2.19508 -1.89089
0.701592 2.07819 -166.235
0.46062 1.40895 0.37206
0.52137 0.363419 -1.59613
0.384885 0.514654 -2.52229
0.751432 0.979458 -20.6227
0.432762 0.56209 -17.8594
0.731579 0.324357 0.607142
0.65937 0.796468 -14.6738
0.294726 0.392351 -2.03532
0.531009 1.43531 2.07666
0.249731 1.07133 -2.62948
0.430661 0.650161 -0.464039
0.478685 0.118262 -0.868023
0.160646 1.10511 -3.51285
0.418607 0.101056 1.03539
0.574873 1.0581 -0.361396
0.678768 1.64249 -3.00568
0.743811 0.855619 -0.587525
0.186016 0.818007 0.720433
0.421436 0.868729 -0.549243
0.657005 0.470451 -0.0467513
0.494219 0.785235 -246.542
0.411136 0.795291 10.7649
0.434432 0.600729 -0.774543
0.541716 1.14256 -0.537461
0.377875 0.370525 0.233414
0.173335 1.33247 -0.170706
0.561288 2.57389 0.223097
0.306226 0.465079 0.0810307
0.186403 0.547702 0.43738
0.376324 1.78586 -0.173374
0.962602 0.216254 0.0425547
0.373428 1.34013 1.53444
0.692603 0.485284 -10.543
0.327207 2.28449 0.18923
0.817278 2.38735 0.315225
0.797219 0.685108 0.162507
0.775812 0.7108 2.87512
0.731713 0.529627 0.29353
0.752691 0.168942 -2.15933
0.171096 0.905507 -0.578004
0.697595 0.57948 -2.60199
0.683601 0.195416 0.312522
0.180002 1.32554 -0.551033
0.488394 0.371604 -0.260612
0.376302 0.438577 -0.102203
0.237979 0.874083 0.793108
0.420262 1.23412 -0.175176
0.627867 0.727899 0.472533
0.55194 1.60648 3.41766
0.544966 1.95353 21.0501
0.487384 2.38212 -0.789124
0.962545 0.860072 -0.732117
0.650842 0.833191 -2.21806
0.78185 0.708256 2.46095
0.749549 1.26463 -3.99646
0.789002 1.71115 -0.334154
0.452517 0.439357 -3.14861
0.758642 1.11455 0.0653793
0.421065 0.127156 0.802621
0.348407 1.25709 0.742122
0.329091 0.137572 -0.23135
0.583594 1.38076 -0.163591
0.442177 1.45995 2.49923
0.659931 0.830069 0.302981
0.370685 1.28411 1.06633
0.662018 0.464082 1.20409
0.784788 0.446894 1.55146
0.211311 1.25996 1.39857
0.628046 1.7412 -19.2698
0.563437 0.357771 0.170221
0.577539 0.643229 1.18217
0.250595 0.914879 3.44351
0.496738 0.789412 1.05808
0.428806 0.50608 0.897549
0.674124 1.03535 -2.6219
0.497299 1.75895 -0.325383
0.435142 1.62553 8.02746
0.601298 1.72567 -0.983459
0.394232 0.206255 0.619402
0.540435 0.828217 -5.75289
0.251498 0.879854 0.471077
0.0508226 1.84711 0.612711
0.646946 2.11327 7.93255
0.515086 0.526024 0.177509
0.113186 0.358638 -0.624737
0.424204 2.69071 -1.18215
0.501903 0.925861 -1.28273
0.348417 0.145265 -0.439491
0.72442 0.0485556 0.0817006
0.689637 1.89166 0.437419
0.504003 0.867734 0.431176
0.440239 0.889922 0.527098
0.286479 0.925709 2.73337
0.855768 0.856803 0.174982
0.632894 2.05526 -0.464255
0.592456 1.1048 -3.06667
0.39759 0.873681 -2.06197
0.63247 0.251291 -0.228966
0.788973 0.177095 0.0760352
0.325942 1.84144 0.541621
0.467527 0.713382 -0.530653
0.662099 1.28434 -0.504653
0.543055 0.540706 4.63013
0.422622 1.27039 1.00132
0.51498 0.219728 1.36867
0.586716 2.43019 4.84912
0.617385 1.2053 1.94297
0.604735 1.61567 2.1241
0.883692 2.28151 -0.337353
0.22853 0.739463 -0.601257
0.171104 0.709774 1.16315
0.212499 1.06772 -3.28206
0.95635 0.214244 6.18612
0.547461 3.40586 -0.454082
0.443757 1.00702 0.979604
0.565588 0.623854 -2.59712
0.36318 0.0255725 0.454056
0.301524 0.646233 0.74508
0.665905 0.644697 6.40242
0.393076 0.47825 -2.26192
0.475157 1.14811 0.351198
0.472375 0.727695 -2.36514
0.376358 0.834707 -21.3331
0.2907 0.321328 -0.171655
0.63972 1.23259 0.449209
0.530145 0.443989 -0.471851
0.391043 0.330562 -0.510334
0.613538 0.437267 7.37377
0.659851 0.674766 -0.904829
0.498355 0.361494 2.74164
0.648943 0.499754 0.234226
0.0363813 1.67809 0.268998
0.435327 0.975355 0.634833
0.541462 1.65634 21.9726
0.516068 1.9856 0.0224062
0.213341 1.45023 -3.11493
0.477948 0.0520862 -0.292302
0.434284 0.5378 -0.487954
0.358843 1.20231 3.57062
0.542407 2.29769 -270.559
0.680509 0.385667 -5.86554
0.784267 2.01459 1.86433
0.303782 0.977377 20.2592
0.489936 0.826541 2.19199
0.262223 0.630016 -0.527175
0.264298 0.8615 -3.66428
0.580798 1.16899 0.0529981
0.254214 1.20369 0.735927
0.231312 0.311942 0.537567
0.375471 0.133083 3.97417
0.702948 1.12177 -0.383292
0.246527 1.17927 -0.810541
0.49843 2.12395 -2.07822
0.395917 1.62676 -0.834335
0.465888 2.02133 2.31522
0.442309 1.48515 6.85128
0.442549 2.21344 0.182239
0.683572 0.416143 -0.120797
0.355794 1.18649 -4.7444
0.604233 1.98773 -1.22016
0.273908 1.36031 -0.459921
0.387427 0.971745 0.237459
0.434949 4.88916 0.258387
0.703274 1.69317 -0.373452
0.45662 0.48428 1.59716
0.38355 0.53285 -20.2267
0.129687 2.83025 0.336063
0.563024 0.985347 0.489129
0.746446 0.698465 0.683051
0.388889 0.947498 -0.593673
0.575848 1.4302 -0.201034
0.826737 1.24317 -0.578292
0.567278 0.620191 1.05907
0.717572 1.39119 -0.0719052
0.282352 2.69197 -1.67872
0.295818 0.0232451 4.22522
0.492791 1.91982 14.5282
0.53114 1.81243 -4.23435
0.353992 0.791072 1.06313
0.512679 0.112673 1.39421
0.517718 2.48035 0.759758
0.695889 0.856818 -0.27217
0.370005 2.73652 0.185699
0.660103 0.671023 -2.72162
0.0961694 1.67196 -0.389872
0.497172 1.40374 -4.34653
0.745435 0.205287 -2.10519
0.423472 2.02122 -1.79284
0.592373 1.59564 -1.36969
0.472289 0.254463 -4.69733
0.507794 0.677758 -2.35245
0.411465 0.683512 -0.332411
0.332197 0.363759 -0.13494
0.510253 1.3365 -2.91195
0.401982 0.41941 0.303048
0.554989 0.99055 -0.468733
0.361779 0.967192 2.38712
0.628486 0.921588 0.893221
0.591897 0.8744 9.71424
0.603396 0.431502 0.0702631
0.312549 0.401174 -0.174198
0.473181 1.93718 -0.38841
0.957639 0.881892 0.8474
0.911199 0.789337 1.87935
0.439903 0.954173 -0.646941
0.60182 1.76468 -13.5233
0.0926717 0.308337 -8.53479
0.657755 0.636067 -1.51129
0.445774 0.076069 -8.95756
0.493023 0.950922 0.478821
0.585796 0.656991 -0.883666
0.466591 0.701297 -0.868912
0.61328 0.937567 -88.7109
0.490644 1.85227 -0.218512
0.528222 1.66907 -0.401609
0.590256 0.701678 2.17799
0.57462 0.676673 -1.47431
0.525741 0.986691 0.360789
0.416529 0.444963 0.651143
0.400823 1.85542 -0.391393
0.201367 3.03663 -0.203517
0.471767 0.228624 2.22673
0.727762 0.433627 2.48002
0.375365 0.443358 -0.479729
0.649245 1.29015 -12.4512
0.375051 1.53958 -0.198044
0.423367 0.83611 -0.45442
0.589959 0.571585 -0.19934
0.00746813 0.900847 0.489506
0.56434 1.73405 -1.13381
0.494151 1.38178 -2.09076
0.434977 0.504762 3.6872
0.295697 0.638021 -1.27204
0.279923 1.19351 903.129
0.388931 1.00072 -0.246326
0.338672 2.44644 2.14203
0.219603 0.584952 1.97932
0.474545 0.761432 2.04408
0.774967 2.27296 0.049309
0.235238 0.729234 1.27953
0.639032 0.897565 -5.37715
0.325059 0.647497 -0.0483945
0.558798 2.19546 -1.08577
0.837793 0.860069 0.129017
0.620715 0.976281 -5.96555
0.755472 0.968455 0.766035
0.451507 0.67243 0.734662
0.475908 0.614764 -1.9461
0.24044 0.774757 -0.851832
0.408761 0.891793 0.400361
0.592974 0.398084 0.0511247
0.331569 1.26099 8.24825
0.46757 1.02565 -0.827057
0.516561 0.579862 -0.548218
0.855079 1.21551 0.28396
0.356621 0.811564 -0.584723
0.507766 0.327563 -0.677588
0.502538 0.682894 1.52643
0.42435 0.474686 32.1012
0.479025 0.688048 32.5265
0.397734 1.23237 0.561411
0.916975 0.625176 0.985518
0.619964 0.828776 -1.84585
0.904427 1.06492 -0.518482
0.438791 0.415995 0.626009
0.436837 0.904912 0.564041
0.633516 1.73811 -0.349318
0.39378 0.330091 -0.489731
0.224007 0.953688 -2.77509
0.677279 1.48893 -0.862404
0.482425 0.481968 1.99616
0.346985 2.18119 -1.71651
0.556656 1.46681 -1.02336
0.447278 1.07407 -1.62097
0.449305 0.563401 -0.514288
0.846711 0.394812 3.43144
0.475675 3.3216 -1.78524
0.843819 1.41252 -0.249489
0.635131 0.730315 103.802
0.515794 2.71287 -0.343408
0.396794 0.67791 0.898323
0.21575 0.447488 2.69538
0.484446 0.610526 -1.78316
0.615836 0.876578 1.95331
0.545971 0.317711 -5.47314
0.540146 1.38026 0.00767499
0.746384 0.93714 0.0770947
0.263816 0.647949 1.08034
0.404752 0.928533 -1.26529
0.640768 0.678942 0.594737
0.315701 0.874309 0.367679
0.967783 0.194308 19.3132
0.805103 0.724427 1.03588
0.939882 0.169327 0.0804019
0.753508 0.444445 -0.48826
0.381887 0.336217 0.865959
0.604282 0.651725 0.875645
0.571448 0.816221 -0.242248
0.517855 1.04879 -1.92227
0.255233 1.22217 -65.0639
0.538243 2.39436 -0.176409
0.195402 0.807617 -0.639994
0.539785 0.49787 -0.511759
0.498281 1.14428 -0.266547
0.395063 0.901869 -0.774598
0.739473 1.33441 1.3731
0.760944 0.354645 -31.244
0.614695 1.37863 -1.03784
0.567836 0.846998 4.42345
0.556689 2.70565 2.04331
0.604315 0.521993 -0.648868
0.945801 0.266161 0.578202
0.339444 1.11255 1.4968
0.623448 0.92844 2.377
0.0800873 0.612524 -2.63778
0.749007 0.407666 -23.2826
0.419612 0.371401 -0.994713
0.414763 0.868684 -0.0290677
0.834168 0.765153 -0.767256
0.580774 0.511089 2.39534
0.797569 0.178792 0.243912
0.479984 1.93829 -5.17414
0.4273 1.67961 9.39346
0.278925 1.88279 0.985339
0.891673 0.222111 -0.162689
0.504035 1.58378 0.26043
0.488203 0.697394 -3.08385
0.538329 3.47703 -0.298954
0.270268 0.918493 0.0731678
0.775922 0.46347 -4.43978
0.614667 0.908284 -0.755932
0.148177 2.31965 -1.90976
0.886036 0.550764 -0.228557
0.497979 2.27599 -0.114041
0.501936 0.476281 1.35407
0.908326 1.33347 8.95491
0.80909 0.884663 -0.443991
0.256044 0.323005 0.913807
0.25825 1.28301 -1.06145
0.566365 2.93455 3.47775
0.36199 1.43706 2.39858
0.732482 0.397858 -0.618194
0.722829 2.04522 0.121898
0.816317 0.822568 -0.100541
0.852849 0.939021 -2.88162
0.380663 0.276412 -0.431564
0.332096 0.164827 0.0810163
0.474074 0.462085 -0.691759
0.270674 1.44234 0.297174
0.791264 0.423112 0.632933
0.185368 1.08552 8.52038
0.393905 0.826753 -0.122904
0.350049 0.277341 -1.34774
0.867454 0.701302 1.5111
0.441735 0.596943 -1.05495
0.514582 1.9346 1.01829
0.33021 0.765616 0.0760574
0.687726 0.909091 2.33104
0.535316 0.88449 0.520137
0.622892 0.759664 -1.52093
0.526587 0.470207 1.22518
0.571919 0.928247 0.842961
0.426529 0.826121 0.0708257
0.496533 1.39456 -0.321861
0.500799 0.309546 -1.92256
0.377609 1.03012 -5.58377
0.712511 0.669333 0.316594
0.537576 0.885689 2.53314
0.658088 1.8913 0.159079
0.440841 1.49487 -1.00651
0.400262 0.430341 -0.202842
0.331951 0.227468 -0.228382
